,,
B,C,111000
D,C,111000
G,C,111000
I,C,111000
K,C,111000
L,C,111000
M,C,111000
B,H,111000
D,H,111000
G,H,111000
I,H,111000
K,H,111000
L,H,111000
M,H,111000
B,J,111000
D,J,111000
G,J,111000
I,J,111000
K,J,111000
L,J,111000
M,J,111000
